record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 26489,DUPLICATE_ID,Field 'order_id' had value '26489',Dropped Record
sales | order_id: 24522,DUPLICATE_ID,Field 'order_id' had value '24522',Dropped Record
sales | order_id: 11637,DUPLICATE_ID,Field 'order_id' had value '11637',Dropped Record
sales | order_id: 16387,DUPLICATE_ID,Field 'order_id' had value '16387',Dropped Record
sales | order_id: 2675,DUPLICATE_ID,Field 'order_id' had value '2675',Dropped Record
sales | order_id: 17453,DUPLICATE_ID,Field 'order_id' had value '17453',Dropped Record
sales | order_id: 2427,DUPLICATE_ID,Field 'order_id' had value '2427',Dropped Record
sales | order_id: 9419,DUPLICATE_ID,Field 'order_id' had value '9419',Dropped Record
sales | order_id: 1624,DUPLICATE_ID,Field 'order_id' had value '1624',Dropped Record
sales | order_id: 8777,DUPLICATE_ID,Field 'order_id' had value '8777',Dropped Record
sales | order_id: 9791,DUPLICATE_ID,Field 'order_id' had value '9791',Dropped Record
sales | order_id: 8565,DUPLICATE_ID,Field 'order_id' had value '8565',Dropped Record
sales | order_id: 25038,DUPLICATE_ID,Field 'order_id' had value '25038',Dropped Record
sales | order_id: 10074,DUPLICATE_ID,Field 'order_id' had value '10074',Dropped Record
sales | order_id: 5285,DUPLICATE_ID,Field 'order_id' had value '5285',Dropped Record
sales | order_id: 5703,DUPLICATE_ID,Field 'order_id' had value '5703',Dropped Record
sales | order_id: 1378,DUPLICATE_ID,Field 'order_id' had value '1378',Dropped Record
sales | order_id: 18244,DUPLICATE_ID,Field 'order_id' had value '18244',Dropped Record
sales | order_id: 5878,DUPLICATE_ID,Field 'order_id' had value '5878',Dropped Record
sales | order_id: 17605,DUPLICATE_ID,Field 'order_id' had value '17605',Dropped Record
sales | order_id: 17179,DUPLICATE_ID,Field 'order_id' had value '17179',Dropped Record
sales | order_id: 24458,DUPLICATE_ID,Field 'order_id' had value '24458',Dropped Record
sales | order_id: 4696,DUPLICATE_ID,Field 'order_id' had value '4696',Dropped Record
sales | order_id: 1200,DUPLICATE_ID,Field 'order_id' had value '1200',Dropped Record
sales | order_id: 4674,DUPLICATE_ID,Field 'order_id' had value '4674',Dropped Record
sales | order_id: 16214,DUPLICATE_ID,Field 'order_id' had value '16214',Dropped Record
sales | order_id: 7592,DUPLICATE_ID,Field 'order_id' had value '7592',Dropped Record
sales | order_id: 19631,DUPLICATE_ID,Field 'order_id' had value '19631',Dropped Record
sales | order_id: 7214,DUPLICATE_ID,Field 'order_id' had value '7214',Dropped Record
sales | order_id: 20185,DUPLICATE_ID,Field 'order_id' had value '20185',Dropped Record
sales | order_id: 17578,DUPLICATE_ID,Field 'order_id' had value '17578',Dropped Record
sales | order_id: 5066,DUPLICATE_ID,Field 'order_id' had value '5066',Dropped Record
sales | order_id: 5611,DUPLICATE_ID,Field 'order_id' had value '5611',Dropped Record
sales | order_id: 18360,DUPLICATE_ID,Field 'order_id' had value '18360',Dropped Record
sales | order_id: 26817,DUPLICATE_ID,Field 'order_id' had value '26817',Dropped Record
sales | order_id: 1107,DUPLICATE_ID,Field 'order_id' had value '1107',Dropped Record
sales | order_id: 29901,DUPLICATE_ID,Field 'order_id' had value '29901',Dropped Record
sales | order_id: 6180,DUPLICATE_ID,Field 'order_id' had value '6180',Dropped Record
sales | order_id: 11839,DUPLICATE_ID,Field 'order_id' had value '11839',Dropped Record
sales | order_id: 23746,DUPLICATE_ID,Field 'order_id' had value '23746',Dropped Record
sales | order_id: 23756,DUPLICATE_ID,Field 'order_id' had value '23756',Dropped Record
sales | order_id: 8666,DUPLICATE_ID,Field 'order_id' had value '8666',Dropped Record
sales | order_id: 8551,DUPLICATE_ID,Field 'order_id' had value '8551',Dropped Record
sales | order_id: 4220,DUPLICATE_ID,Field 'order_id' had value '4220',Dropped Record
sales | order_id: 12896,DUPLICATE_ID,Field 'order_id' had value '12896',Dropped Record
sales | order_id: 28652,DUPLICATE_ID,Field 'order_id' had value '28652',Dropped Record
sales | order_id: 24880,DUPLICATE_ID,Field 'order_id' had value '24880',Dropped Record
sales | order_id: 4266,DUPLICATE_ID,Field 'order_id' had value '4266',Dropped Record
sales | order_id: 9986,DUPLICATE_ID,Field 'order_id' had value '9986',Dropped Record
sales | order_id: 26584,DUPLICATE_ID,Field 'order_id' had value '26584',Dropped Record
sales | order_id: 1136,DUPLICATE_ID,Field 'order_id' had value '1136',Dropped Record
sales | order_id: 9602,DUPLICATE_ID,Field 'order_id' had value '9602',Dropped Record
sales | order_id: 10308,DUPLICATE_ID,Field 'order_id' had value '10308',Dropped Record
sales | order_id: 8808,DUPLICATE_ID,Field 'order_id' had value '8808',Dropped Record
sales | order_id: 23767,DUPLICATE_ID,Field 'order_id' had value '23767',Dropped Record
sales | order_id: 10408,DUPLICATE_ID,Field 'order_id' had value '10408',Dropped Record
sales | order_id: 15133,DUPLICATE_ID,Field 'order_id' had value '15133',Dropped Record
sales | order_id: 17293,DUPLICATE_ID,Field 'order_id' had value '17293',Dropped Record
sales | order_id: 5566,DUPLICATE_ID,Field 'order_id' had value '5566',Dropped Record
sales | order_id: 6925,DUPLICATE_ID,Field 'order_id' had value '6925',Dropped Record
sales | order_id: 24205,DUPLICATE_ID,Field 'order_id' had value '24205',Dropped Record
sales | order_id: 28036,DUPLICATE_ID,Field 'order_id' had value '28036',Dropped Record
sales | order_id: 11683,DUPLICATE_ID,Field 'order_id' had value '11683',Dropped Record
sales | order_id: 21289,DUPLICATE_ID,Field 'order_id' had value '21289',Dropped Record
sales | order_id: 1696,DUPLICATE_ID,Field 'order_id' had value '1696',Dropped Record
sales | order_id: 19908,DUPLICATE_ID,Field 'order_id' had value '19908',Dropped Record
sales | order_id: 14947,DUPLICATE_ID,Field 'order_id' had value '14947',Dropped Record
sales | order_id: 5337,DUPLICATE_ID,Field 'order_id' had value '5337',Dropped Record
sales | order_id: 27217,DUPLICATE_ID,Field 'order_id' had value '27217',Dropped Record
sales | order_id: 17028,DUPLICATE_ID,Field 'order_id' had value '17028',Dropped Record
sales | order_id: 22095,DUPLICATE_ID,Field 'order_id' had value '22095',Dropped Record
sales | order_id: 5965,DUPLICATE_ID,Field 'order_id' had value '5965',Dropped Record
sales | order_id: 16444,DUPLICATE_ID,Field 'order_id' had value '16444',Dropped Record
sales | order_id: 13418,DUPLICATE_ID,Field 'order_id' had value '13418',Dropped Record
sales | order_id: 13799,DUPLICATE_ID,Field 'order_id' had value '13799',Dropped Record
sales | order_id: 4652,DUPLICATE_ID,Field 'order_id' had value '4652',Dropped Record
sales | order_id: 4857,DUPLICATE_ID,Field 'order_id' had value '4857',Dropped Record
sales | order_id: 25605,DUPLICATE_ID,Field 'order_id' had value '25605',Dropped Record
sales | order_id: 21944,DUPLICATE_ID,Field 'order_id' had value '21944',Dropped Record
sales | order_id: 4085,DUPLICATE_ID,Field 'order_id' had value '4085',Dropped Record
sales | order_id: 3092,DUPLICATE_ID,Field 'order_id' had value '3092',Dropped Record
sales | order_id: 307,DUPLICATE_ID,Field 'order_id' had value '307',Dropped Record
sales | order_id: 6017,DUPLICATE_ID,Field 'order_id' had value '6017',Dropped Record
sales | order_id: 10027,DUPLICATE_ID,Field 'order_id' had value '10027',Dropped Record
sales | order_id: 8486,DUPLICATE_ID,Field 'order_id' had value '8486',Dropped Record
sales | order_id: 14706,DUPLICATE_ID,Field 'order_id' had value '14706',Dropped Record
sales | order_id: 4736,DUPLICATE_ID,Field 'order_id' had value '4736',Dropped Record
sales | order_id: 13567,DUPLICATE_ID,Field 'order_id' had value '13567',Dropped Record
sales | order_id: 6410,DUPLICATE_ID,Field 'order_id' had value '6410',Dropped Record
sales | order_id: 15111,DUPLICATE_ID,Field 'order_id' had value '15111',Dropped Record
sales | order_id: 9973,DUPLICATE_ID,Field 'order_id' had value '9973',Dropped Record
sales | order_id: 28344,DUPLICATE_ID,Field 'order_id' had value '28344',Dropped Record
sales | order_id: 23627,DUPLICATE_ID,Field 'order_id' had value '23627',Dropped Record
sales | order_id: 6811,DUPLICATE_ID,Field 'order_id' had value '6811',Dropped Record
sales | order_id: 3331,DUPLICATE_ID,Field 'order_id' had value '3331',Dropped Record
sales | order_id: 3907,DUPLICATE_ID,Field 'order_id' had value '3907',Dropped Record
sales | order_id: 7284,DUPLICATE_ID,Field 'order_id' had value '7284',Dropped Record
sales | order_id: 10691,DUPLICATE_ID,Field 'order_id' had value '10691',Dropped Record
sales | order_id: 27483,DUPLICATE_ID,Field 'order_id' had value '27483',Dropped Record
sales | order_id: 26250,DUPLICATE_ID,Field 'order_id' had value '26250',Dropped Record
sales | order_id: 4852,DUPLICATE_ID,Field 'order_id' had value '4852',Dropped Record
sales | order_id: 13695,DUPLICATE_ID,Field 'order_id' had value '13695',Dropped Record
sales | order_id: 14570,DUPLICATE_ID,Field 'order_id' had value '14570',Dropped Record
sales | order_id: 9025,DUPLICATE_ID,Field 'order_id' had value '9025',Dropped Record
sales | order_id: 29876,DUPLICATE_ID,Field 'order_id' had value '29876',Dropped Record
sales | order_id: 25773,DUPLICATE_ID,Field 'order_id' had value '25773',Dropped Record
sales | order_id: 24399,DUPLICATE_ID,Field 'order_id' had value '24399',Dropped Record
sales | order_id: 604,DUPLICATE_ID,Field 'order_id' had value '604',Dropped Record
sales | order_id: 18194,DUPLICATE_ID,Field 'order_id' had value '18194',Dropped Record
sales | order_id: 15563,DUPLICATE_ID,Field 'order_id' had value '15563',Dropped Record
sales | order_id: 1705,DUPLICATE_ID,Field 'order_id' had value '1705',Dropped Record
sales | order_id: 26572,DUPLICATE_ID,Field 'order_id' had value '26572',Dropped Record
sales | order_id: 9430,DUPLICATE_ID,Field 'order_id' had value '9430',Dropped Record
sales | order_id: 2378,DUPLICATE_ID,Field 'order_id' had value '2378',Dropped Record
sales | order_id: 18765,DUPLICATE_ID,Field 'order_id' had value '18765',Dropped Record
sales | order_id: 22058,DUPLICATE_ID,Field 'order_id' had value '22058',Dropped Record
sales | order_id: 19162,DUPLICATE_ID,Field 'order_id' had value '19162',Dropped Record
sales | order_id: 2640,DUPLICATE_ID,Field 'order_id' had value '2640',Dropped Record
sales | order_id: 23143,DUPLICATE_ID,Field 'order_id' had value '23143',Dropped Record
sales | order_id: 23435,DUPLICATE_ID,Field 'order_id' had value '23435',Dropped Record
sales | order_id: 9575,DUPLICATE_ID,Field 'order_id' had value '9575',Dropped Record
sales | order_id: 11557,DUPLICATE_ID,Field 'order_id' had value '11557',Dropped Record
sales | order_id: 27111,DUPLICATE_ID,Field 'order_id' had value '27111',Dropped Record
sales | order_id: 24288,DUPLICATE_ID,Field 'order_id' had value '24288',Dropped Record
sales | order_id: 2146,DUPLICATE_ID,Field 'order_id' had value '2146',Dropped Record
sales | order_id: 16647,DUPLICATE_ID,Field 'order_id' had value '16647',Dropped Record
sales | order_id: 21940,DUPLICATE_ID,Field 'order_id' had value '21940',Dropped Record
sales | order_id: 26810,DUPLICATE_ID,Field 'order_id' had value '26810',Dropped Record
sales | order_id: 9356,DUPLICATE_ID,Field 'order_id' had value '9356',Dropped Record
sales | order_id: 15022,DUPLICATE_ID,Field 'order_id' had value '15022',Dropped Record
sales | order_id: 9004,DUPLICATE_ID,Field 'order_id' had value '9004',Dropped Record
sales | order_id: 7817,DUPLICATE_ID,Field 'order_id' had value '7817',Dropped Record
sales | order_id: 25710,DUPLICATE_ID,Field 'order_id' had value '25710',Dropped Record
sales | order_id: 5414,DUPLICATE_ID,Field 'order_id' had value '5414',Dropped Record
sales | order_id: 6570,DUPLICATE_ID,Field 'order_id' had value '6570',Dropped Record
sales | order_id: 22822,DUPLICATE_ID,Field 'order_id' had value '22822',Dropped Record
sales | order_id: 4922,DUPLICATE_ID,Field 'order_id' had value '4922',Dropped Record
sales | order_id: 26128,DUPLICATE_ID,Field 'order_id' had value '26128',Dropped Record
sales | order_id: 14397,DUPLICATE_ID,Field 'order_id' had value '14397',Dropped Record
sales | order_id: 1623,DUPLICATE_ID,Field 'order_id' had value '1623',Dropped Record
sales | order_id: 18947,DUPLICATE_ID,Field 'order_id' had value '18947',Dropped Record
sales | order_id: 11309,DUPLICATE_ID,Field 'order_id' had value '11309',Dropped Record
sales | order_id: 1848,DUPLICATE_ID,Field 'order_id' had value '1848',Dropped Record
sales | order_id: 28442,DUPLICATE_ID,Field 'order_id' had value '28442',Dropped Record
sales | order_id: 13042,DUPLICATE_ID,Field 'order_id' had value '13042',Dropped Record
sales | order_id: 13096,DUPLICATE_ID,Field 'order_id' had value '13096',Dropped Record
sales | order_id: 17870,DUPLICATE_ID,Field 'order_id' had value '17870',Dropped Record
sales | order_id: 17030,DUPLICATE_ID,Field 'order_id' had value '17030',Dropped Record
sales | order_id: 20255,DUPLICATE_ID,Field 'order_id' had value '20255',Dropped Record
sales | order_id: 21867,DUPLICATE_ID,Field 'order_id' had value '21867',Dropped Record
sales | order_id: 23601,DUPLICATE_ID,Field 'order_id' had value '23601',Dropped Record
sales | order_id: 19128,DUPLICATE_ID,Field 'order_id' had value '19128',Dropped Record
sales | order_id: 6428,DUPLICATE_ID,Field 'order_id' had value '6428',Dropped Record
sales | order_id: 4757,DUPLICATE_ID,Field 'order_id' had value '4757',Dropped Record
sales | order_id: 2778,DUPLICATE_ID,Field 'order_id' had value '2778',Dropped Record
sales | order_id: 1962,DUPLICATE_ID,Field 'order_id' had value '1962',Dropped Record
sales | order_id: 9665,DUPLICATE_ID,Field 'order_id' had value '9665',Dropped Record
sales | order_id: 6650,DUPLICATE_ID,Field 'order_id' had value '6650',Dropped Record
sales | order_id: 147,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 217,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 326,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 374,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 402,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 619,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 732,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 912,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 955,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 1040,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 1712,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 1856,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 2022,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 2199,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 2581,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 2685,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 2797,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 3022,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 3052,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 3128,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 3329,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 3429,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 3578,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 3652,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 3654,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 3703,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 4018,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 4508,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 4773,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 5085,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 5094,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 5147,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 5205,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 5245,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 5331,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 5338,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 5531,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 5686,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 5763,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 5938,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
